,created_at,text,favorite_count,retweet_count
105,2021-12-23 11:55:15+00:00,"['يمكن', 'الجماعه', 'يشفون', 'شي', 'محد', 'يشوفه', 'اله', 'العالم', 'يمكن', 'خبرهم', 'وأكد', 'بوديهم', 'كأس', 'العالم', 'قالهم', 'كأس', 'العرب']",0.0,0.0
106,2021-12-23 11:54:40+00:00,"['مضى', 'اسبوع', 'كامل', 'ديربي', 'العصر', 'انتهى', 'مونديال', 'العرب', 'بتويج', 'الجزائر', 'انقضى', 'الدور', 'كأس', 'الملك', 'تدخلت']",0.0,2021.0
107,2021-12-23 11:52:47+00:00,"['مبادرة', 'جميلة', 'جمهور', 'الجزائر', 'نهاية', 'كاس', 'العرب', 'اسمها', 'GREN', 'BIKE', 'لتنظيف', 'المدرجات', 'المباراة']",0.0,76.0
108,2021-12-23 11:51:58+00:00,"['صور', 'والي', 'ولاية', 'عنابة', 'والسلطات', 'الولائية', 'يكرّمون', 'بطل', 'كأس', 'العرب', 'إلياسشتي']",0.0,5.0
109,2021-12-23 11:51:52+00:00,"['نتمنى', 'ترجم', 'مباراة', 'اليوم', 'المستوى', 'الرفيع', 'قدمته', 'الكرة', 'العربية', 'كأس', 'العرب', 'الاخيرة', 'حظ', 'موفق', 'لفريقين', 'ليكن', 'الفوز']",0.0,20.0
110,2021-12-23 11:51:23+00:00,"['مضى', 'اسبوع', 'كامل', 'ديربي', 'العصر', 'انتهى', 'مونديال', 'العرب', 'بتويج', 'الجزائر', 'انقضى', 'الدور', 'كأس', 'الملك', 'تدخلت']",0.0,2021.0
111,2021-12-23 11:50:30+00:00,"['بسب', 'مشاركتنا', 'الباهته', 'كاس', 'العرب', 'تراجعنا', 'بالتصنيف', 'وتقدم', 'المنتخب', 'القطري', 'اخر', 'مجاملات', 'اندية', 'العاصمه']",0.0,0.0
112,2021-12-23 11:50:28+00:00,"['كاس', 'العرب', 'مكن', 'يكون', 'السب']",0.0,0.0
113,2021-12-23 11:50:06+00:00,"['مش', 'قالوا', 'كأس', 'العرب', 'خارج', 'تصنيف', 'الفيفا']",0.0,0.0
114,2021-12-23 11:49:02+00:00,"['إدارة', 'الطائي', 'تقول', 'أنها', 'كانت', 'ترفض', 'مشاركة', 'سعيود', 'كأس', 'العرب', 'بسب', 'الإصابة', 'لكنه', 'ألح', 'الحضور', 'منتخب', 'بلاده', 'ولعب', 'المب']",0.0,20.0
115,2021-12-23 11:48:31+00:00,"['كيروش', 'الي', 'ماسك', 'عندهم', 'ايه', '🤔', 'ازاي', 'أدائه', 'كأس', 'العرب', 'يستبعد', 'حتي', 'هيبقي', 'احتياطي']",1.0,0.0
